,PLAYER,TEAM,GP,MPG,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%,RK,YEAR
41,"Terran Petteway, F",NEB,31,35.0,18.2,5.9-15.0,.396,2.2-7.0,.313,4.1-5.8,.711,42,2015
42,"Obi Emegano, G",ORU,32,34.1,18.2,5.7-12.6,.452,0.8-2.2,.362,6.0-7.6,.791,43,2015
43,"Frank Kaminsky III, F",WIS,33,32.9,18.2,6.8-12.2,.553,1.0-2.6,.395,3.6-4.8,.759,44,2015
44,"Craig Bradshaw, G",BEL,29,31.5,18.1,6.4-13.2,.490,2.7-6.4,.416,2.6-3.4,.747,45,2015
45,"Ashton Moore, G",CIT,30,37.6,18.0,5.8-14.0,.412,2.6-6.9,.383,3.9-4.5,.859,46,2015
46,"Evan Payne, G",LMU,27,28.3,18.0,5.9-13.4,.443,1.4-3.9,.352,4.8-6.0,.791,47,2015
47,"Ladarius Tabb, G",AAMU,28,33.1,17.9,6.8-15.0,.451,1.6-5.7,.289,2.7-4.4,.605,48,2015
48,"DeAndre Bembry, F",JOES,31,38.6,17.7,6.4-14.9,.432,1.6-4.9,.327,3.3-5.2,.638,49,2015
49,"Chris Hansen, F",IDST,30,33.3,17.7,5.2-13.0,.404,2.7-7.0,.383,4.6-5.5,.836,50,2015
50,"Jahlil Okafor, C",DUKE,32,30.5,17.7,7.5-11.2,.669,0.0-0.0,.000,2.8-5.4,.511,51,2015
51,"Justin Moss, F",BUFF,32,30.0,17.7,6.3-12.0,.521,0.0-0.1,.000,5.2-7.1,.735,52,2015
52,"Jelani Hewitt, G",GASO,31,35.1,17.6,4.8-13.7,.351,2.9-8.6,.335,5.1-6.4,.807,53,2015
53,"Kay Felder, G",OAK,32,38.5,17.5,5.3-12.9,.413,1.4-4.1,.336,5.5-6.7,.827,54,2015
54,"Bobby Portis, F",ARK,34,29.6,17.5,7.1-12.9,.547,0.4-0.8,.464,3.0-4.1,.746,55,2015
55,"Marcus Burton, G",WAG,29,33.8,17.5,6.0-15.0,.401,2.1-6.6,.321,3.4-4.2,.811,56,2015
56,"Kyle Wilson, G",ARMY,29,32.4,17.5,5.9-15.3,.384,2.6-7.6,.338,3.2-4.0,.786,57,2015
57,"Martez Harrison, G",UMKC,33,32.5,17.5,5.3-13.6,.393,1.4-5.1,.280,5.4-7.2,.748,58,2015
58,"Rakeem Christmas, F",SYR,31,34.3,17.5,6.5-11.9,.552,0.0-0.0,.000,4.4-6.2,.712,59,2015
59,"D'Angelo Harrison, G",SJU,32,34.7,17.5,5.3-12.9,.414,2.0-5.4,.376,4.8-5.9,.800,60,2015
60,"Buddy Hield, G",OKLA,32,32.1,17.5,5.9-14.1,.416,2.7-7.3,.371,3.0-3.7,.822,61,2015
61,"Marcel Mosley, G",ARPB,28,35.6,17.5,5.2-12.9,.403,2.5-6.5,.381,4.6-5.7,.818,62,2015
62,"Juwan Howard Jr., F",DET,33,31.6,17.5,6.3-14.5,.434,1.9-4.8,.408,2.9-3.4,.850,63,2015
63,"Trey Freeman, G",ODU,31,32.6,17.5,6.5-14.2,.456,1.5-4.0,.366,3.1-4.3,.727,64,2015
64,"Jermaine Ruttley, G",FAMU,29,33.0,17.4,6.2-13.8,.451,1.1-3.9,.295,3.8-5.6,.679,65,2015
65,"Ryan Boatright, G",CONN,34,35.8,17.4,5.4-12.6,.423,2.5-6.1,.411,4.2-4.9,.850,66,2015
66,"Desharick Guidry, F",MCNS,31,35.2,17.3,6.3-12.9,.488,1.2-3.2,.374,3.5-4.9,.715,67,2015
67,"Stephen Croone, G",FUR,31,32.0,17.3,5.0-11.2,.448,1.8-5.1,.348,5.5-7.3,.752,68,2015
68,"Dan Trist, F",LAF,32,27.0,17.3,6.9-12.0,.580,0.0-0.0,.000,3.4-4.3,.777,69,2015
69,"Dennis Mavin, G",FIU,33,35.6,17.2,6.0-13.7,.438,0.9-3.0,.313,4.3-6.7,.643,70,2015
70,"Damon Lynn, G",NJIT,29,36.0,17.2,5.5-15.1,.366,3.9-10.6,.366,2.3-3.0,.782,71,2015
71,"Quincy Taylor, G",LONG,31,36.0,17.2,6.1-14.0,.434,2.8-5.8,.480,2.3-3.2,.735,72,2015
72,"Matt Mobley, G",CCSU,31,37.0,17.2,5.5-13.8,.400,2.4-6.7,.357,3.8-5.0,.756,73,2015
73,"Jordan Price, G",LAS,33,31.9,17.2,5.5-14.1,.387,2.1-6.2,.340,4.2-5.3,.799,74,2015
74,"Alan Williams, C",UCSB,25,32.6,17.2,6.1-13.4,.455,0.0-0.1,.000,5.0-6.4,.780,75,2015
75,"Askia Booker, G",COLO,31,30.2,17.2,5.6-14.4,.387,1.8-5.4,.329,4.2-5.1,.834,76,2015
76,"Le'Bryan Nash, F",OKST,30,31.6,17.1,5.7-12.5,.460,0.1-0.6,.105,5.6-7.1,.792,77,2015
77,"Terry Rozier, G",LOU,32,34.3,17.1,5.9-14.4,.411,1.4-4.5,.310,3.9-5.0,.776,78,2015
78,"Juan'ya Green, G",HOF,33,36.5,17.1,4.6-12.1,.383,1.8-5.2,.335,6.1-7.3,.826,79,2015
79,"Tyrone Wallace, G",CAL,33,34.8,17.1,6.3-14.8,.425,0.8-2.7,.318,3.6-6.0,.606,80,2015
80,"T.J. Price, G",WKU,32,33.4,17.1,5.5-12.3,.443,2.5-6.1,.413,3.6-4.4,.816,81,2015
81,"Tyler Kalinoski, G",DAV,31,35.0,17.0,6.1-12.9,.471,2.9-6.8,.431,1.9-2.4,.787,82,2015
82,"Isiah Umipig, G",SEA,31,33.8,17.0,5.3-12.5,.421,3.6-8.4,.431,2.9-3.5,.832,83,2015
83,"Johnny Dee, G",USD,31,31.1,17.0,5.4-12.6,.428,2.6-6.8,.379,3.6-4.0,.919,84,2015
84,"Jordan Gregory, G",MONT,32,35.9,16.9,5.3-13.2,.404,2.6-6.8,.378,3.8-4.7,.795,85,2015
85,"Jarell Martin, F",LSU,32,35.0,16.9,6.1-12.0,.510,0.4-1.6,.275,4.3-6.2,.690,86,2015
86,"DaVonte Lacy, G",WSU,31,32.4,16.9,5.1-12.5,.406,2.2-6.6,.330,4.5-5.9,.770,87,2015
87,"Josh Williams, G",LIP,31,31.5,16.9,5.7-11.9,.480,2.2-5.7,.392,3.3-4.5,.732,88,2015
88,"CJ Carter, G",OMA,29,34.3,16.9,6.1-13.4,.454,1.7-5.1,.322,3.1-4.4,.709,89,2015
89,"Janari Joesaar, F",TRGV,31,34.0,16.9,5.1-11.0,.460,2.0-5.3,.378,4.7-5.8,.817,90,2015
90,"Martin Breunig, F",MONT,31,30.0,16.8,6.7-11.4,.590,0.1-0.4,.154,3.3-4.5,.734,91,2015
91,"Shonn Miller, F",COR,30,31.3,16.8,5.6-12.9,.434,0.9-3.5,.269,4.7-5.6,.834,92,2015
92,"Jerian Grant, G",ND,34,36.6,16.8,5.4-11.2,.486,1.4-4.2,.326,4.5-5.8,.778,93,2015
93,"Ray Lee, G",EMU,34,27.8,16.7,5.4-12.1,.449,2.0-5.5,.367,3.8-4.9,.788,94,2015
94,"Alec Peters, F",VALP,33,30.4,16.7,5.7-11.7,.490,2.4-5.2,.462,2.9-3.4,.841,95,2015
95,"E.C. Matthews, G",URI,30,32.8,16.7,5.3-12.9,.409,2.1-6.5,.320,4.1-5.6,.737,96,2015
96,"Trey Lewis, G",CLEV,32,35.6,16.7,5.6-12.6,.442,2.9-6.8,.427,2.7-3.5,.766,97,2015
97,"Marcus Posley, G",SBON,31,35.9,16.7,5.5-14.4,.382,2.5-7.6,.322,3.3-4.2,.783,98,2015
98,"Kyle Wiltjer, F",GONZ,34,27.3,16.7,6.3-11.7,.536,1.8-3.9,.466,2.3-2.9,.788,99,2015
99,"Kellen Dunham, G",BUT,32,33.6,16.7,5.1-11.6,.441,2.3-5.5,.415,4.1-4.8,.857,100,2015
